Address,Latitude,Longitude,Category,Name,Area,pred_residents
Binnenkadijk 178,52.3693018,4.9134669,house,,30,1.0
Binnenkadijk 179,52.3694174,4.9132312,house,,69,2.0
Binnenkadijk 180,52.369293,4.913511,house,,30,1.0
Binnenkadijk 181,52.3693732,4.913334,house,,111,4.0
Binnenkadijk 182,52.369275,4.9134966,house,,85,2.0
Binnenkadijk 183,52.3693731,4.9133342,house,,48,1.0
Binnenkadijk 184,52.3693734,4.913378,house,,120,4.0
Binnenkadijk 185,52.3693729,4.9133343,house,,48,1.0
Binnenkadijk 186,52.3691137,4.9136304,house,,52,2.0
Binnenkadijk 189,52.3693733,4.9133487,house,,1,0.0
Binnenkadijk 190,52.3690871,4.9137041,house,,52,2.0
Binnenkadijk 191,52.3693643,4.9133488,house,,78,2.0
Binnenkadijk 192,52.3690782,4.9137336,house,,76,2.0
Binnenkadijk 194,52.3690693,4.9137631,house,,78,2.0
Binnenkadijk 195,52.3693643,4.9133635,house,,82,2.0
Binnenkadijk 196,52.3690605,4.9138072,house,,78,2.0
Binnenkadijk 197,52.3693642,4.9133636,house,,55,2.0
Binnenkadijk 198,52.3690427,4.9138368,house,,57,2.0
Binnenkadijk 199,52.369364,4.9133638,house,,54,2.0
Binnenkadijk 200,52.3690338,4.9138662,house,,57,2.0
Binnenkadijk 201,52.3693553,4.9133635,house,,55,2.0
Binnenkadijk 202,52.3690249,4.9138957,house,,57,2.0
Binnenkadijk 203,52.3693554,4.9133782,house,,54,2.0
Binnenkadijk 204,52.3690071,4.9139399,house,,58,2.0
Binnenkadijk 205,52.3693553,4.9133783,house,,55,2.0
Binnenkadijk 206,52.3689983,4.9139694,house,,70,2.0
Binnenkadijk 207,52.3693551,4.9133785,house,,56,2.0
Binnenkadijk 208,52.3689894,4.9139988,house,,75,2.0
Binnenkadijk 209,52.3693555,4.9133929,house,,57,2.0
Binnenkadijk 210,52.3689716,4.9140431,house,,76,2.0
Binnenkadijk 211,52.3693553,4.913393,house,,56,2.0
Binnenkadijk 212,52.3689627,4.9140725,house,,65,2.0
Binnenkadijk 213,52.3693465,4.913393,house,,49,1.0
Binnenkadijk 214,52.3689538,4.914102,house,,70,2.0
Binnenkadijk 215,52.3693464,4.9133931,house,,53,2.0
Binnenkadijk 216,52.368936,4.9141316,house,,75,2.0
Binnenkadijk 217,52.3693465,4.9134077,house,,57,2.0
Binnenkadijk 218,52.3689272,4.9141757,house,,77,2.0
Binnenkadijk 219,52.3693463,4.9134078,house,,54,2.0
Binnenkadijk 220,52.3689183,4.9142052,house,,77,2.0
Binnenkadijk 221,52.3693462,4.9134079,house,,57,2.0
Binnenkadijk 222,52.3689004,4.9142347,house,,55,2.0
Binnenkadijk 223,52.3693376,4.9134225,house,,57,2.0
Binnenkadijk 224,52.3688916,4.9142789,house,,59,2.0
Binnenkadijk 225,52.3693374,4.9134226,house,,76,2.0
Binnenkadijk 226,52.3689716,4.9140578,house,,59,2.0
Binnenkadijk 227,52.3693373,4.9134227,house,,71,2.0
Binnenkadijk 228,52.3689628,4.9140872,house,,61,2.0
Binnenkadijk 229,52.3693371,4.9134228,house,,72,2.0
Binnenkadijk 230,52.368945,4.9141315,house,,41,1.0
Binnenkadijk 231,52.3693377,4.9134372,house,,72,2.0
Binnenkadijk 232,52.368936,4.9141462,house,,30,1.0
Entrepotdok 38,52.3687754,4.9144416,house,,114,4.0
Entrepotdok 39,52.3687487,4.9145006,house,,84,2.0
Entrepotdok 40,52.3687132,4.9146038,house,,85,2.0
Entrepotdok 41,52.3686865,4.9146775,house,,83,2.0
Binnenkadijk 256,52.368705,4.9148094,house,,72,2.0
Entrepotdok 42 A,52.3686534,4.9147466,gallery,Gallerie Weerdruk,,
Binnenkadijk 258,52.3686962,4.9148536,house,,65,2.0
Binnenkadijk 260,52.3686873,4.914883,house,,67,2.0
Entrepotdok 43 A,52.3686511,4.9148247,house,,87,2.0
Entrepotdok 43 B,52.3686602,4.9148393,house,,53,2.0
Entrepotdok 43 C,52.3686692,4.9148392,house,,54,2.0
Binnenkadijk 262,52.3686695,4.9149126,house,,50,1.0
Binnenkadijk 264,52.3686606,4.9149421,house,,50,1.0
Entrepotdok 44 A,52.3686155,4.9148985,house,,79,2.0
Entrepotdok 44 B,52.3686156,4.9148986,house,,50,1.0
Entrepotdok 44 C,52.3686245,4.9148984,house,,53,2.0
Entrepotdok 45 A,52.3685888,4.9149722,house,,80,2.0
Entrepotdok 45 B,52.3685979,4.9149868,house,,51,2.0
Entrepotdok 45 C,52.3686069,4.9150014,house,,53,2.0
Binnenkadijk 266,52.3686518,4.9149862,house,,46,1.0
Binnenkadijk 268,52.3686339,4.9150158,house,,50,1.0
Binnenkadijk 270,52.3686251,4.9150452,house,,50,1.0
Entrepotdok 46 A,52.3685622,4.9150606,house,,87,2.0
Binnenkadijk 276,52.3685895,4.9151484,house,,47,1.0
Binnenkadijk 278,52.3685807,4.9151778,house,,44,1.0
Entrepotdok 47,52.3685266,4.9151344,house,,37,1.0
Entrepotdok 48,52.3685088,4.9151933,house,,95,2.0
Entrepotdok 50,52.3684556,4.91537,house,,84,2.0
Laagte Kadijk 130,52.3687607,4.9152493,house,,79,2.0
Laagte Kadijk 131,52.3687696,4.9152346,house,,53,2.0
Laagte Kadijk 132,52.3687785,4.9152051,house,,54,2.0
Laagte Kadijk 133,52.3687784,4.9151904,house,,78,2.0
Laagte Kadijk 134,52.3687873,4.915161,house,,54,2.0
Laagte Kadijk 135,52.3687962,4.9151462,house,,55,2.0
Laagte Kadijk 136,52.3688051,4.9151167,house,,78,2.0
Laagte Kadijk 137,52.368814,4.9151019,house,,52,2.0
Laagte Kadijk 138,52.3688139,4.9150726,house,,54,2.0
Laagte Kadijk 139,52.3688228,4.9150578,house,,80,2.0
Laagte Kadijk 140,52.3688317,4.9150283,house,,55,2.0
Laagte Kadijk 141,52.3688406,4.9150136,house,,56,2.0
Binnenkadijk 233,52.3688046,4.9149846,house,,73,2.0
Binnenkadijk 234,52.3687778,4.9150289,house,,30,1.0
Binnenkadijk 235,52.3687956,4.9149994,house,,73,2.0
Binnenkadijk 236,52.3687689,4.9150735,house,,30,1.0
Binnenkadijk 237,52.3687955,4.9149996,house,,62,2.0
Binnenkadijk 238,52.36876,4.9150731,house,,30,1.0
Binnenkadijk 239,52.3687957,4.915014,house,,54,2.0
Binnenkadijk 240,52.36876,4.9150733,house,,85,2.0
Binnenkadijk 241,52.3687956,4.9150142,house,,51,2.0
Binnenkadijk 242,52.3687599,4.9150735,house,,42,1.0
Binnenkadijk 243,52.3687956,4.9150144,house,,51,2.0
Binnenkadijk 245,52.3687868,4.9150288,house,,49,1.0
Binnenkadijk 246,52.3687511,4.9151026,house,,43,1.0
Binnenkadijk 247,52.3687867,4.915029,house,,51,2.0
Binnenkadijk 248,52.3687511,4.9151028,house,,43,1.0
Binnenkadijk 249,52.3687867,4.9150292,house,,51,2.0
Binnenkadijk 250,52.3687511,4.9150879,house,,30,1.0
Binnenkadijk 251,52.3687868,4.9150435,house,,50,1.0
Binnenkadijk 252,52.3687511,4.9150881,house,,30,1.0
Binnenkadijk 253,52.3687779,4.9150436,house,,47,1.0
Binnenkadijk 255,52.3687779,4.9150583,house,,47,1.0
Binnenkadijk 257,52.3687778,4.9150585,house,,45,1.0
Binnenkadijk 259,52.3687778,4.9150587,house,,72,2.0
Binnenkadijk 261,52.368778,4.915073,house,,63,2.0
Binnenkadijk 263,52.368769,4.9150731,house,,74,2.0
Binnenkadijk 265,52.3687689,4.9150733,house,,63,2.0
Binnenkadijk 267,52.368769,4.9150877,house,,73,2.0
Binnenkadijk 269,52.3687689,4.9150879,house,,120,4.0
Binnenkadijk 271,52.3687689,4.9150881,house,,75,2.0
Binnenkadijk 273,52.3687601,4.9151025,house,,77,2.0
Binnenkadijk 275,52.36876,4.9151027,house,,119,4.0
Binnenkadijk 277,52.3687602,4.9151172,house,,49,1.0
Binnenkadijk 279,52.3687601,4.9151174,house,,99,3.0
Binnenkadijk 280,52.3685629,4.9152221,house,,,
Binnenkadijk 281,52.3687512,4.9151173,house,,52,2.0
Binnenkadijk 282,52.368554,4.9152515,house,,55,2.0
Binnenkadijk 283,52.3687512,4.915132,house,,101,3.0
Binnenkadijk 284,52.3685451,4.915281,house,,51,2.0
Binnenkadijk 285,52.3687511,4.9151322,house,,73,2.0
Binnenkadijk 286,52.3685451,4.9152663,house,,101,3.0
Binnenkadijk 287,52.3687511,4.9151324,house,,48,1.0
Binnenkadijk 288,52.368554,4.9152517,house,,54,2.0
Binnenkadijk 289,52.3687513,4.9151467,house,,82,2.0
Binnenkadijk 290,52.368554,4.9152519,house,,100,3.0
Binnenkadijk 291,52.3687423,4.9151468,house,,81,2.0
Binnenkadijk 292,52.368563,4.9152661,house,,49,1.0
Binnenkadijk 293,52.3687424,4.9151614,house,,52,2.0
Binnenkadijk 294,52.368563,4.9152663,house,,99,3.0
Binnenkadijk 295,52.3687423,4.9151616,house,,94,2.0
Binnenkadijk 296,52.368563,4.9152665,house,,49,1.0
Binnenkadijk 297,52.3687423,4.9151618,house,,49,1.0
Binnenkadijk 299,52.3687424,4.9151761,house,,99,3.0
Binnenkadijk 298,52.3684652,4.9155168,house,,100,3.0
Entrepotdok 51,52.3684289,4.9154291,house,,90,2.0
Entrepotdok 52,52.3684023,4.9155174,house,,120,4.0
Entrepotdok 52 A,52.3683933,4.9155175,office,,,
Entrepotdok 52 B,52.3683935,4.9155176,office,,,
Binnenkadijk 300,52.3684384,4.9155611,house,,110,3.0
Binnenkadijk 301,52.3685651,4.915736,house,,113,4.0
Binnenkadijk 302,52.3684295,4.9155906,house,,55,2.0
Entrepotdok 49 A,52.3685811,4.9152806,house,,82,2.0
Entrepotdok 49 B,52.3686262,4.9153242,house,,97,3.0
Laagte Kadijk 142,52.3688763,4.9149398,house,,104,3.0
Laagte Kadijk 143,52.368903,4.9148661,house,,86,2.0
Laagte Kadijk 144,52.3689297,4.914807,house,,88,2.0
Laagte Kadijk 145,52.3689563,4.9147187,house,,88,2.0
Laagte Kadijk 146,52.3689768,4.9146334,doctors,Huisartspraktijk van Urk,,
Entrepotdok 52 G,52.368483,4.9156861,house,,1,0.0
Entrepotdok 53 B,52.3683846,4.9155911,house,,78,2.0
Entrepotdok 57 B,52.3682779,4.9158858,house,,95,2.0
Entrepotdok 62 B,52.3681624,4.9162248,house,,46,1.0
Binnenkadijk 359,52.3681629,4.9163422,house,,51,2.0
Binnenkadijk 342,52.3682429,4.9161211,house,,,
Binnenkadijk 303,52.3684206,4.9156054,house,,,
Binnenkadijk 308,52.3684029,4.915679,house,,,
Entrepotdok 54 A,52.3683489,4.9156648,office,,,
Binnenkadijk 309,52.3683939,4.915679,house,,71,2.0
Binnenkadijk 310,52.368394,4.9156937,house,,102,3.0
Binnenkadijk 311,52.368385,4.9157085,house,,112,4.0
Binnenkadijk 313,52.3683762,4.915738,house,,73,2.0
Binnenkadijk 312,52.3683851,4.9157232,house,,,
Entrepotdok 54 B,52.3683491,4.9156649,office,,,
Entrepotdok 55 B,52.3683222,4.9157385,house,,94,2.0
Entrepotdok 55 A,52.3683133,4.9157386,shop,,,
Binnenkadijk 319,52.3683495,4.9158117,house,,61,2.0
Binnenkadijk 318,52.3683494,4.915797,house,,,
Binnenkadijk 317,52.3683584,4.9157969,house,,71,2.0
Binnenkadijk 316,52.3683674,4.9157821,house,,71,2.0
Binnenkadijk 315,52.3683673,4.9157674,house,,163,4.0
Binnenkadijk 314,52.3683762,4.9157527,house,,157,4.0
Entrepotdok 56 A,52.3682956,4.9158122,house,,78,2.0
Binnenkadijk 323,52.3683318,4.9158706,house,,71,2.0
Binnenkadijk 322,52.3683317,4.9158559,house,,71,2.0
Binnenkadijk 320,52.3683406,4.9158264,house,,71,2.0
Binnenkadijk 324,52.3683228,4.9158854,house,,,
Binnenkadijk 325,52.3683229,4.9159,house,,71,2.0
Binnenkadijk 326,52.3683138,4.9159147,house,,72,2.0
Binnenkadijk 328,52.368305,4.9159296,house,,98,3.0
Binnenkadijk 330,52.3682962,4.9159591,house,,163,4.0
Entrepotdok 57 A,52.3682688,4.9158713,office,,,
Entrepotdok 58 B,52.3682512,4.9159449,house,,95,2.0
Entrepotdok 58 A,52.3682422,4.915945,office,,,
Binnenkadijk 334,52.3682784,4.916018,house,,55,2.0
Binnenkadijk 332,52.3682873,4.9159885,house,,71,2.0
Binnenkadijk 331,52.3682962,4.9159737,house,,163,4.0
Binnenkadijk 335,52.3682785,4.9160327,house,,,
Entrepotdok 59 A,52.3682245,4.9160186,house,,,
Binnenkadijk 341,52.3682518,4.9161064,house,,71,2.0
Binnenkadijk 339,52.3682607,4.9160769,house,,,
Binnenkadijk 338,52.3682606,4.9160622,house,,71,2.0
Binnenkadijk 337,52.3682696,4.9160474,house,,71,2.0
Entrepotdok 60 A,52.3681978,4.9160776,house,,,
Entrepotdok 60 B,52.3682068,4.9160922,house,,94,2.0
Binnenkadijk 347,52.3682251,4.9161801,house,,51,2.0
Binnenkadijk 343,52.3682429,4.9161358,house,,65,2.0
Binnenkadijk 344,52.368234,4.9161506,house,,70,2.0
Binnenkadijk 345,52.3682341,4.9161653,house,,94,2.0
Binnenkadijk 348,52.3682162,4.9161948,house,,51,2.0
Binnenkadijk 349,52.3682163,4.9162095,house,,63,2.0
Binnenkadijk 351,52.3681984,4.9162391,house,,61,2.0
Entrepotdok 61 A,52.3681712,4.916166,office,,,
Entrepotdok 61 B,52.3681801,4.9161659,house,,75,2.0
Binnenkadijk 355,52.3681806,4.9162833,house,,63,2.0
Binnenkadijk 352,52.3681985,4.9162538,house,,55,2.0
Binnenkadijk 353,52.3681895,4.9162685,house,,71,2.0
Binnenkadijk 354,52.3681896,4.9162832,house,,71,2.0
Binnenkadijk 356,52.3681807,4.916298,house,,62,2.0
Binnenkadijk 357,52.3681717,4.9163128,house,,71,2.0
Binnenkadijk 358,52.3681718,4.9163275,house,,71,2.0
Binnenkadijk 360,52.3681629,4.9163569,house,,43,1.0
Binnenkadijk 361,52.368154,4.9163717,house,,95,2.0
Entrepotdok 63 A,52.3681178,4.9162987,office,,,
Entrepotdok 63 B,52.3681268,4.9163133,house,,,
Entrepotdok 63,52.3681267,4.9162986,office,,,
Entrepotdok 62 A,52.3681534,4.9162249,office,,,
Entrepotdok 65 B,52.3683527,4.9166341,office,,,
Entrepotdok 67,52.3680682,4.9169539,house,,,
Binnenkadijk 411,52.3679319,4.9170201,house,,71,2.0
Binnenkadijk 456,52.3677185,4.9176097,house,,75,2.0
Entrepotdok 64 A,52.3681016,4.9163917,public_place,,,
Entrepotdok 64 B,52.3680985,4.9163497,house,,1,0.0
Entrepotdok 64 C,52.3681,4.9163727,house,,1,0.0
Entrepotdok 64 D,52.3681091,4.9163722,office,,,
Entrepotdok 65,52.3682164,4.9165715,house,,89,2.0
Entrepotdok 65 A,52.3683528,4.9166339,house,,119,4.0
Entrepotdok 66,52.3680484,4.916503,office,,,
Entrepotdok 68 A,52.3680023,4.9166523,house,,207,5.0
Entrepotdok 68 B,52.3680023,4.9166525,house,,1,0.0
Entrepotdok 69 A,52.3679757,4.916726,house,,1,0.0
Entrepotdok 69 B,52.3679757,4.9167407,industrial,,,
Entrepotdok 70 A,52.367949,4.9167997,house,,75,2.0
Entrepotdok 70 B,52.367949,4.9167999,house,,,
Entrepotdok 71 A,52.3679223,4.9168734,house,,88,2.0
Entrepotdok 72 A,52.3679046,4.916947,office,,,
Entrepotdok 72 B,52.3679047,4.9169472,house,,92,2.0
Entrepotdok 73 A,52.367869,4.9170208,house,,107,3.0
Entrepotdok 73 B,52.367878,4.9170207,house,,82,2.0
Entrepotdok 74 B,52.3678524,4.9171032,house,,73,2.0
Entrepotdok 75 A,52.3678246,4.9171534,office,,,
Entrepotdok 75 B,52.3678248,4.9171535,house,,87,2.0
Entrepotdok 76 A,52.3677979,4.9172418,house,,50,1.0
Entrepotdok 76 B,52.3677981,4.9172418,house,,82,2.0
Entrepotdok 77 A,52.3677712,4.9173008,house,,89,2.0
Entrepotdok 77 B,52.3677714,4.9173007,house,,78,2.0
Entrepotdok 78,52.3677625,4.9173596,industrial,,,
Entrepotdok 78 A,52.3677445,4.9173745,house,,1,0.0
Entrepotdok 78 B,52.3677535,4.9173744,house,,,
Entrepotdok 79,52.3677269,4.9174481,house,,1,0.0
Entrepotdok 79 A,52.3677179,4.9174482,office,,,
Entrepotdok 80,52.3677002,4.9175218,house,,1,0.0
Entrepotdok 80 A,52.3676913,4.9175365,house,,1,0.0
Entrepotdok 81,52.3676736,4.9176101,house,,1,0.0
Entrepotdok 81 A,52.3676646,4.9176102,house,,1,0.0
Entrepotdok 82,52.367638,4.9176986,industrial,,,
Entrepotdok 82 A,52.3676379,4.9176839,house,,1,0.0
Entrepotdok 82 B,52.3676289,4.917684,office,,,
Entrepotdok 83,52.3676113,4.9177576,house,,80,2.0
Entrepotdok 83 A,52.3676113,4.9177723,house,,80,2.0
Entrepotdok 84,52.3675936,4.9178459,office,,,
Entrepotdok 84 A,52.3675846,4.917846,house,,1,0.0
Entrepotdok 84 B,52.3675937,4.9178606,house,,1,0.0
Binnenkadijk 333 A,52.368255,4.9169139,house,,33,1.0
Binnenkadijk 333 B,52.368264,4.9169138,house,,33,1.0
Binnenkadijk 333 C,52.368273,4.9169137,house,,33,1.0
Binnenkadijk 362,52.3681541,4.9163864,house,,79,2.0
Binnenkadijk 363,52.3681451,4.9164012,house,,85,2.0
Binnenkadijk 364,52.3681451,4.9164014,house,,70,2.0
Binnenkadijk 365,52.3681362,4.9164159,house,,71,2.0
Binnenkadijk 366,52.3681363,4.9164306,house,,71,2.0
Binnenkadijk 367,52.3681273,4.9164454,house,,61,2.0
Binnenkadijk 368,52.3681098,4.9165486,house,,71,2.0
Binnenkadijk 369,52.3681098,4.9165484,house,,71,2.0
Binnenkadijk 370,52.3681007,4.9165489,house,,55,2.0
Binnenkadijk 371,52.3681008,4.9165485,house,,71,2.0
Binnenkadijk 372,52.3681007,4.9165491,house,,71,2.0
Binnenkadijk 373,52.3681008,4.9165487,house,,71,2.0
Binnenkadijk 374,52.3681007,4.9165338,house,,71,2.0
Binnenkadijk 375,52.3680918,4.9165486,house,,73,2.0
Binnenkadijk 376,52.3680918,4.9165632,house,,71,2.0
Binnenkadijk 377,52.3680829,4.916578,house,,94,2.0
Binnenkadijk 378,52.368083,4.9165927,house,,89,2.0
Binnenkadijk 379,52.368074,4.9166075,house,,52,2.0
Binnenkadijk 380,52.3680741,4.9166222,house,,70,2.0
Binnenkadijk 381,52.3680652,4.9166369,house,,71,2.0
Binnenkadijk 382,52.3680562,4.916637,house,,72,2.0
Binnenkadijk 383,52.3680562,4.9166517,house,,61,2.0
Binnenkadijk 384,52.3680473,4.9166665,house,,52,2.0
Binnenkadijk 385,52.3680474,4.9166812,house,,63,2.0
Binnenkadijk 386,52.3680384,4.9166959,house,,71,2.0
Binnenkadijk 387,52.3680385,4.9167106,house,,71,2.0
Binnenkadijk 388,52.3680296,4.9167254,house,,55,2.0
Binnenkadijk 389,52.3680296,4.9167401,house,,63,2.0
Binnenkadijk 390,52.3680207,4.9167551,house,,62,2.0
Binnenkadijk 391,52.3680207,4.9167549,house,,52,2.0
Binnenkadijk 392,52.3680118,4.9167696,house,,71,2.0
Binnenkadijk 393,52.3680118,4.9167843,house,,85,2.0
Binnenkadijk 394,52.3680029,4.9167991,house,,62,2.0
Binnenkadijk 395,52.368003,4.9168138,house,,95,2.0
Binnenkadijk 396,52.367994,4.9168286,house,,52,2.0
Binnenkadijk 397,52.3679941,4.9168432,house,,71,2.0
Binnenkadijk 398,52.3679852,4.916858,house,,71,2.0
Binnenkadijk 399,52.3679852,4.9168727,house,,61,2.0
Binnenkadijk 400,52.3679763,4.9168877,house,,70,2.0
Binnenkadijk 401,52.3679763,4.9168875,house,,71,2.0
Binnenkadijk 402,52.3679674,4.9169023,house,,79,2.0
Binnenkadijk 403,52.3679674,4.9169169,house,,71,2.0
Binnenkadijk 404,52.3679585,4.9169317,house,,71,2.0
Binnenkadijk 405,52.3679586,4.9169464,house,,71,2.0
Binnenkadijk 406,52.3679496,4.9169612,house,,55,2.0
Binnenkadijk 407,52.3679497,4.9169759,house,,94,2.0
Binnenkadijk 408,52.3679408,4.9169906,house,,71,2.0
Binnenkadijk 409,52.3679408,4.9170053,house,,65,2.0
Binnenkadijk 410,52.3679318,4.9170054,house,,71,2.0
Binnenkadijk 412,52.367923,4.9170349,house,,71,2.0
Binnenkadijk 413,52.367923,4.9170496,house,,61,2.0
Binnenkadijk 414,52.3679141,4.9170643,house,,72,2.0
Binnenkadijk 415,52.3679052,4.9170791,house,,71,2.0
Binnenkadijk 416,52.3679052,4.9170938,house,,70,2.0
Binnenkadijk 417,52.3678963,4.9171086,house,,71,2.0
Binnenkadijk 418,52.3678963,4.9171233,house,,89,2.0
Binnenkadijk 419,52.3678874,4.9171234,house,,71,2.0
Binnenkadijk 420,52.3678874,4.917138,house,,71,2.0
Binnenkadijk 421,52.3678785,4.9171528,house,,94,2.0
Binnenkadijk 422,52.3678785,4.9171675,house,,55,2.0
Binnenkadijk 423,52.3678696,4.9171823,house,,73,2.0
Binnenkadijk 424,52.3678697,4.917197,house,,71,2.0
Binnenkadijk 425,52.3678607,4.9172117,house,,71,2.0
Binnenkadijk 426,52.3678608,4.9172264,house,,71,2.0
Binnenkadijk 427,52.3678519,4.9172412,house,,61,2.0
Binnenkadijk 428,52.3678521,4.9172412,house,,71,2.0
Binnenkadijk 429,52.3678429,4.917256,house,,114,4.0
Binnenkadijk 430,52.367843,4.9172706,house,,89,2.0
Binnenkadijk 431,52.3678341,4.9172854,house,,71,2.0
Binnenkadijk 432,52.3678341,4.9173001,house,,70,2.0
Binnenkadijk 433,52.3678252,4.9173149,house,,110,3.0
Binnenkadijk 434,52.3678253,4.9173296,house,,72,2.0
Binnenkadijk 435,52.3678163,4.9173443,house,,73,2.0
Binnenkadijk 436,52.3678164,4.917359,house,,71,2.0
Binnenkadijk 437,52.3678074,4.9173591,house,,101,3.0
Binnenkadijk 438,52.3678075,4.9173738,house,,55,2.0
Binnenkadijk 439,52.3677985,4.9173886,house,,61,2.0
Binnenkadijk 440,52.3677986,4.9174033,house,,71,2.0
Binnenkadijk 441,52.3677897,4.917418,house,,52,2.0
Binnenkadijk 442,52.3677897,4.9174327,house,,71,2.0
Binnenkadijk 443,52.3677808,4.9174475,house,,75,2.0
Binnenkadijk 444,52.3677808,4.9174622,house,,71,2.0
Binnenkadijk 445,52.3677719,4.917477,house,,52,2.0
Binnenkadijk 446,52.3677629,4.9174771,house,,72,2.0
Binnenkadijk 447 A,52.367763,4.9174917,house,,30,1.0
Binnenkadijk 447 B,52.3681835,4.9170174,house,,30,1.0
Binnenkadijk 447 C,52.3681658,4.917091,house,,30,1.0
Binnenkadijk 447 D,52.3681747,4.9170469,house,,30,1.0
Binnenkadijk 448,52.3677541,4.9175065,house,,70,2.0
Binnenkadijk 449,52.3677541,4.9175212,house,,46,1.0
Binnenkadijk 450,52.3677452,4.917536,house,,89,2.0
Binnenkadijk 451,52.3677452,4.9175507,house,,55,2.0
Binnenkadijk 452,52.3677363,4.9175654,house,,75,2.0
Binnenkadijk 453,52.3677364,4.9175801,house,,46,1.0
Binnenkadijk 454,52.3677275,4.9175947,house,,52,2.0
Binnenkadijk 455,52.3677274,4.9175949,house,,55,2.0
Binnenkadijk 457,52.3677186,4.9176244,house,,81,2.0
Binnenkadijk 458,52.3677096,4.9176391,house,,52,2.0
Binnenkadijk 459,52.3677097,4.9176538,house,,77,2.0
Binnenkadijk 460 A,52.3677008,4.9176686,house,,30,1.0
Binnenkadijk 460 B,52.3680031,4.9168431,house,,30,1.0
Binnenkadijk 460 C,52.3679942,4.9168579,house,,30,1.0
Binnenkadijk 460 D,52.3679853,4.9169021,house,,30,1.0
Binnenkadijk 461,52.3677008,4.9176833,house,,98,3.0
Binnenkadijk 462,52.3676919,4.917698,house,,46,1.0
Binnenkadijk 463,52.367692,4.9177127,house,,81,2.0
Binnenkadijk 464,52.3676831,4.9177273,house,,55,2.0
Binnenkadijk 465 A,52.367683,4.9177275,house,,29,1.0
Binnenkadijk 465 B,52.3681659,4.9171057,house,,29,1.0
Binnenkadijk 465 C,52.3681836,4.9170468,house,,29,1.0
Binnenkadijk 465 D,52.3681746,4.917047,house,,29,1.0
Binnenkadijk 465 E,52.3681836,4.9170321,house,,29,1.0
Binnenkadijk 466,52.3676741,4.9177423,house,,46,1.0
Binnenkadijk 468,52.3676652,4.9177717,house,,55,2.0
Binnenkadijk 470,52.3676564,4.9178012,house,,77,2.0
Binnenkadijk 472,52.3676475,4.9178307,house,,73,2.0
Binnenkadijk 474,52.3676386,4.9178454,house,,78,2.0
Binnenkadijk 476,52.3676297,4.9178749,house,,76,2.0
Binnenkadijk 478,52.368003,4.916814,house,,226,5.0
Entrepotdoksluis 4,52.367578,4.9184481,house,,69,2.0
Laagte Kadijk 104,52.3676946,4.9183734,house,,65,2.0
Laagte Kadijk 105,52.3676944,4.9183733,house,,66,2.0
Laagte Kadijk 106,52.3676943,4.9183732,house,,66,2.0
Laagte Kadijk 107,52.3676941,4.918373,house,,55,2.0
Laagte Kadijk 108,52.367694,4.9183729,house,,66,2.0
Laagte Kadijk 109,52.3676938,4.9183728,house,,57,2.0
Laagte Kadijk 110,52.3676936,4.9183727,house,,60,2.0
Laagte Kadijk 111,52.3676935,4.9183726,house,,60,2.0
Laagte Kadijk 112,52.3676933,4.9183724,house,,66,2.0
Laagte Kadijk 113,52.3676932,4.9183723,house,,60,2.0
Laagte Kadijk 114,52.367693,4.9183722,house,,51,2.0
Laagte Kadijk 115,52.3676928,4.9183721,house,,72,2.0
Laagte Kadijk 116,52.3676927,4.918372,house,,46,1.0
Laagte Kadijk 117,52.3676495,4.9183299,house,,50,1.0
Laagte Kadijk 118,52.3676493,4.9183298,house,,64,2.0
Laagte Kadijk 119,52.3676491,4.9183298,house,,50,1.0
Laagte Kadijk 120,52.3676489,4.9183297,house,,59,2.0
Laagte Kadijk 121,52.3676487,4.9183296,house,,55,2.0
Laagte Kadijk 122,52.3676486,4.9183296,house,,64,2.0
Laagte Kadijk 123,52.3676484,4.9183295,house,,44,1.0
Laagte Kadijk 124,52.3676482,4.9183294,house,,39,1.0
Laagte Kadijk 125,52.367648,4.9183294,house,,59,2.0
Laagte Kadijk 86,52.3678389,4.918504,house,,64,2.0
Laagte Kadijk 87,52.3678387,4.9185041,house,,64,2.0
Laagte Kadijk 88,52.3678385,4.9185042,house,,55,2.0
Laagte Kadijk 89,52.3678384,4.9185043,house,,64,2.0
Laagte Kadijk 90,52.3678382,4.9185044,house,,61,2.0
Laagte Kadijk 91,52.367838,4.9185044,house,,59,2.0
Laagte Kadijk 92,52.3678378,4.9185045,house,,61,2.0
Laagte Kadijk 93,52.3678376,4.9185046,house,,49,1.0
Laagte Kadijk 94,52.3678375,4.9185047,house,,36,1.0
Laagte Kadijk 95,52.3677667,4.9184314,house,,64,2.0
Laagte Kadijk 96,52.3677668,4.9184316,house,,55,2.0
Laagte Kadijk 97,52.3677668,4.9184318,house,,64,2.0
Laagte Kadijk 98,52.3677669,4.918432,house,,55,2.0
Laagte Kadijk 99,52.3677669,4.9184322,house,,64,2.0
Laagte Kadijk 100,52.367767,4.9184324,house,,55,2.0
Laagte Kadijk 101,52.367767,4.9184326,house,,64,2.0
Laagte Kadijk 102,52.3677671,4.9184327,house,,36,1.0
Laagte Kadijk 103,52.3677671,4.9184329,house,,49,1.0
Laagte Kadijk 63,52.3679923,4.9186493,house,,78,2.0
Laagte Kadijk 64,52.3679922,4.9186495,house,,67,2.0
Laagte Kadijk 65,52.3679922,4.9186497,house,,55,2.0
